fault,depth_below_trace_m,Y_m,top_elevation_m,admissible_model_count,admissible_models,x_min_m,x_median_m,x_max_m,x_spread_m,x_single_plane_m,x_segmented_plane_m,x_quadratic_surface_m,x_trace_constrained_ruled_m
F2,100.0,158.66756325028837,1825.043524007647,2,single_plane;segmented_plane,-1101.6723936534254,-988.9424866600893,-876.2125796667533,225.4598139866721,-1101.6723936534254,-876.2125796667533,,
F2,100.0,168.28146716672927,1825.5286814184635,2,single_plane;segmented_plane,-1123.6461141570471,-1015.2425370989367,-906.8389600408264,216.8071541162208,-1123.6461141570471,-906.8389600408264,,
F2,100.0,177.89537108317018,1834.901425306968,2,single_plane;segmented_plane,-1159.4530518171377,-1055.0879803628195,-950.7229089083849,208.7301429087529,-1159.4530518171377,-950.7229089083849,,
F2,100.0,187.5092750005424,1848.611415492256,2,single_plane;segmented_plane,-1202.0107614729786,-1101.5437339779455,-1001.076706482796,200.93405499018263,-1202.0107614729786,-1001.076706482796,,
F2,100.0,197.1231789169833,1855.8563013961457,2,single_plane;segmented_plane,-1234.5057626862545,-1138.146151438239,-1041.7865401902236,192.71922249603085,-1234.5057626862545,-1041.7865401902236,,
F2,100.0,206.7370828334242,1855.5647153868167,2,single_plane;segmented_plane,-1255.2705092539545,-1163.2623827630887,-1071.2542562722228,184.01625298173167,-1255.2705092539545,-1071.2542562722228,,
F2,100.0,216.35098674986511,1859.1626734655213,2,single_plane;segmented_plane,-1282.0891950033838,-1194.3065904529067,-1106.5239859024296,175.56520910095423,-1282.0891950033838,-1106.5239859024296,,
F2,100.0,225.96489066630602,1883.2230127467449,2,single_plane;segmented_plane,-1340.7568606106797,-1256.5371041460894,-1172.317347681499,168.43951292918064,-1340.7568606106797,-1172.317347681499,,
F2,100.0,235.57879458367825,1902.771419686413,2,single_plane;segmented_plane,-1392.4018615144305,-1311.8910719854757,-1231.380282456521,161.02157905790955,-1392.4018615144305,-1231.380282456521,,
F2,100.0,245.19269850011915,1901.5141402791437,2,single_plane;segmented_plane,-1411.6635401215171,-1335.5355093134567,-1259.4074785052799,152.25606161623728,-1411.6635401215171,-1259.4074785052799,,
F2,100.0,254.80660241656005,1899.0041369745973,2,single_plane;segmented_plane,-1428.9753978463123,-1357.2706952003064,-1285.5659925543005,143.4094052920118,-1428.9753978463123,-1285.5659925543005,,
F2,100.0,264.42050633300096,1889.6867434819883,2,single_plane;segmented_plane,-1435.691791101941,-1368.6308738293592,-1301.569956556661,134.12183454527985,-1435.691791101941,-1301.569956556661,,
F2,100.0,274.0344102503732,1880.6655125684435,2,single_plane;segmented_plane,-1442.869151044055,-1380.4424279252999,-1318.0157048065448,124.85344623751008,-1442.869151044055,-1318.0157048065448,,
