scenario_id,seed,n_points,n_mc,n_competing_faults,minimum_base_spacing,curvature_rms,amplitude_median,dip_base_control,dip_y_variation_control,dip_depth_variation_control,ore_scatter_scale,perturbation_scale,baseline_accuracy,DSI_2D,DSI_3D,distance_diff_2D,distance_diff_3D,normalized_margin_2D,normalized_margin_3D,reversal_probability,binary_reversal_label,point_level_reattribution_probability,generator
OOD_0010,1321947662,60,50,2,398.17955845642433,110.52099293147297,27.708075727098375,60.179218790089834,2.2952724770979334,6.3712596924089375,15.0,120.0,1.0,3.500222309450285,43.50375614169318,240.79408981868778,390.10086653833093,0.5555292173678237,0.9550456943041611,0.06,1,0.016,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0011,106487606,60,50,2,704.367287565272,98.48753941179311,72.36347533692832,78.28713731160502,-9.753960018512238,4.767777591600311,110.0,25.0,1.0,9.671754349768356,12.679519867199126,592.6707762117728,600.5453765045547,0.8115178207634671,0.8537692729852361,0.0,0,0.0,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0012,2086433273,60,50,4,177.3186245928689,68.47464467555227,35.6192256950264,71.93418240081414,5.276014590070972,-4.813361925576949,110.0,60.0,0.85,1.7735430306143214,3.5366213429725595,58.11035414921699,141.25093598843628,0.2769518063619837,0.5591182686386194,0.66,1,0.12633333333333335,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0013,598725442,60,50,3,370.27114235767664,59.387245258805564,34.35708280412366,64.50576013076957,-6.6380683230833775,-5.962681374569206,110.0,25.0,0.9666666666666667,1.5400665407067946,4.911509462610311,79.33516968641842,305.86247201848755,0.21254136424480108,0.6599682874893246,0.14,1,0.03666666666666667,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0014,2070575961,60,50,4,208.20377980675892,89.8010247703647,71.72330547841312,64.40865393516995,1.1010333391164977,4.5888846554137395,35.0,120.0,0.9666666666666667,0.5711615351919838,5.380641878787104,-42.44049493087223,74.48886046670626,-0.2729443335363708,0.6861060006478839,0.64,1,0.2783333333333333,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0015,16762846,60,50,1,1515.8862783903762,90.57936044378705,38.57079827213113,58.00013547224601,6.419785397431063,-2.283703904875125,35.0,25.0,1.0,8.17667792797381,81.81443629101756,1066.64807875381,1217.2385045791752,0.7820049127684442,0.9758405725603501,0.0,0,0.0,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0016,344744841,60,50,2,427.1112223402972,68.20048066121686,65.72934905048628,66.41660494730276,0.8559368848017037,-3.3153248361120315,110.0,25.0,0.9666666666666667,2.6679827700942083,5.689255196231601,176.22602738727892,247.59122567753738,0.45472852178883416,0.7009095945719439,0.04,1,0.029000000000000005,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0017,1315184217,60,50,5,642.1141827665764,91.9578361684194,19.335861668515673,73.39129193224903,-3.224611923168017,2.1301296053261325,70.0,10.0,1.0,9.490239498471716,14.240433319206804,511.06184008322475,531.0483540593375,0.8093253822926405,0.8686400522007768,0.0,0,0.0,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0018,479364776,60,50,3,185.06891482031318,87.8736107989992,45.560617645047174,75.27459816866055,-4.709960402005294,-4.296402253475206,15.0,10.0,1.0,1.8816266345306005,17.59932273757253,53.87510431012262,195.6752433226817,0.30590415752147293,0.892459810215248,0.0,0,0.0,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0019,2107360686,60,50,3,620.3307078402938,56.59552221083885,77.24332614720564,53.48267623911151,-1.1652732427271513,6.445007883495389,35.0,60.0,1.0,3.1212108157077942,26.406558618892653,226.28943249338124,360.91352990082294,0.5146998497450208,0.9270240644915764,0.0,0,0.0,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0020,2048232298,60,50,2,449.97493266337506,77.62730204537218,22.60720108933019,60.80301662670749,4.3069971393728395,5.663342123136255,70.0,120.0,1.0,4.4701315488833835,14.239865989578803,270.5247370978508,356.0991848910753,0.634366654710363,0.8684770835191884,0.1,1,0.024,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0021,795392762,60,50,5,211.06143839492333,92.91538089461389,39.620841552681796,61.17118914172636,-4.089353107826517,-0.004364119598093907,35.0,25.0,1.0,0.8571017461588968,10.339462555621317,-16.44107231760149,164.40709866758752,-0.07723876031105745,0.8236246030475617,0.04,1,0.0033333333333333335,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0022,1664475877,60,50,5,685.5900297921564,78.23171311768017,57.077846264194385,69.77743540148826,-4.581138514805749,7.738599138385007,35.0,60.0,1.0,9.134403187341633,23.471111214814126,520.7724077327023,566.7903134593377,0.8026036214176094,0.918263853133952,0.0,0,0.0,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0023,62458242,60,50,3,143.37827116177783,77.10667753925111,48.40029257944694,72.36718080530297,5.003887345861051,0.7489565038883672,35.0,10.0,0.95,2.260047102878464,8.80200220279701,80.22168807750697,145.1881399460317,0.38651119582999705,0.7951068622131992,0.24,1,0.032,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0024,1003502844,60,50,5,232.71624839335524,37.53808922869398,47.035375968148635,66.63068640238843,-2.888264005384313,2.6427502208089813,110.0,120.0,0.8333333333333334,1.3309858929199991,2.708380863951302,29.963390969975386,148.86504103978467,0.14014284970293217,0.4606705693331907,0.74,1,0.24166666666666664,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0025,2109213790,60,50,5,512.9010999834725,69.24202007890774,55.35492777301029,55.993307238143394,4.364051344271191,4.709791191173599,15.0,120.0,1.0,2.8040732486861994,52.99972175757009,241.54831113556298,403.4648253162301,0.4740550970478544,0.9629593945795161,0.02,1,0.002666666666666666,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0026,702373322,60,50,1,823.6985295393606,75.77438500225614,23.73341116355972,60.17842051117806,6.398633344222606,0.40395359390597463,110.0,25.0,1.0,5.813492314693352,10.435156389546348,591.3384462601759,696.2207571638905,0.706429492583168,0.8250944605042091,0.0,0,0.0,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0027,507637834,60,50,1,761.6371443914678,99.47136003058314,17.67683283822549,72.93545878963873,7.425891149379783,5.432962339096653,70.0,60.0,1.0,11.059185586693069,17.907273500367314,626.2523151983024,658.6274093225277,0.8341376120063433,0.894212544513948,0.0,0,0.0,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0028,1273441060,60,50,4,371.8556460275112,70.14539363975888,78.14934848346245,53.17901902596249,-2.2933649907246796,-7.135568830981731,35.0,60.0,0.9833333333333333,1.2273316079807906,11.497814978582905,29.82872578565589,188.36315224139582,0.1019095894016297,0.8396705675026985,0.22,1,0.053000000000000005,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0029,1864546653,60,50,4,308.5004020960539,70.45228446230664,53.945639622701634,69.43436148157143,2.6697933748399088,7.752811124499958,35.0,60.0,1.0,2.8738157255158514,12.909760563984328,141.27425866474385,230.88057870596413,0.4836806048111154,0.8562125431777516,0.04,1,0.017666666666666667,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0030,1557942270,60,50,1,1490.562697594153,108.10081992208097,23.915741157579014,67.06882352214726,3.545937877900778,-5.723292131404481,35.0,120.0,1.0,12.630429944521065,47.86304501462946,1172.8308983693921,1268.147750989368,0.8531659394757245,0.9590494829792807,0.0,0,0.0,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0031,1100328946,60,50,4,485.598217555002,105.85573208805249,59.15801728167065,79.91791475952436,4.703745175190765,2.100423342261644,110.0,60.0,0.9833333333333333,5.105920254037976,5.303570588085584,320.9565091092413,355.8185229348227,0.6724303379566651,0.6825974715009411,0.12,1,0.029666666666666668,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0032,1152684301,60,50,2,216.791911843459,113.22796170895911,50.182581698858925,61.303669503769335,-3.0384357290066006,1.0315018492774062,110.0,10.0,0.8166666666666667,1.1339971191319709,3.5524181651602262,12.857053621695357,172.07799653462877,0.06190954298815866,0.5606726837355105,1.0,1,0.174,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0033,567388733,60,50,4,235.38092416257416,68.38637033780866,64.81277726805592,64.0749956633043,1.6853066557369516,1.0991347793411208,15.0,25.0,1.0,1.2504134517382188,27.175560784817026,26.728392952492754,199.60427186594373,0.11107752996311976,0.9290068755472116,0.0,0,0.0,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0034,1781359675,60,50,1,266.49743068168425,111.96925651937605,17.37153235619079,56.59785621773408,-0.00955593940209809,-7.2935903687790855,110.0,10.0,0.9166666666666666,0.9050739258668161,4.229495336424559,-12.590196972861044,161.71648204394657,-0.050011943439907926,0.6172764057369897,1.0,1,0.09933333333333333,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0035,2043940416,60,50,2,403.26697073668277,76.13161831750146,48.64690363996012,74.7211114492927,0.48206971225803485,7.825076842286441,70.0,10.0,1.0,7.184996371274929,8.317444571338577,266.5227986589605,307.6213094320142,0.7556199208134029,0.7852539148589697,0.0,0,0.0003333333333333333,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0036,79265016,60,50,3,647.8583927922425,76.1994146760321,16.55559369380636,76.59786427443031,3.1500285015748126,-0.5342765546465404,110.0,10.0,1.0,6.391101949503267,8.435417929102723,536.2298486078835,546.391520399078,0.7294034104536105,0.7875721206797375,0.0,0,0.0,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0037,2137467717,60,50,1,1759.1325478035394,36.50918010719961,26.67268542914077,74.13743811683167,-1.8016104140342293,-2.781047278162916,35.0,120.0,1.0,27.534169935752928,55.74181377119763,1594.2622872747831,1388.5227994357772,0.929908178467943,0.9647524756940313,0.0,0,0.0,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0038,569173104,60,50,4,348.1848041837518,85.8723880890245,32.942645131215,62.4938175197435,1.0122426544625824,-1.8616766654450299,35.0,25.0,1.0,2.3810306186707995,17.3699393440589,141.79642604833347,297.3230988955835,0.4084324872198839,0.8911070341215362,0.0,0,0.0,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0039,1870793597,60,50,3,814.4713446084921,57.27682710000841,40.61442386239906,77.76953923425556,-0.16231976263893877,1.3886049428347658,70.0,10.0,1.0,10.489630246755777,17.51069864169863,548.5320155988798,603.9887871499857,0.8259258346579671,0.8918172283344926,0.0,0,0.0,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0040,799341245,60,50,1,621.4657577774974,48.13332260304592,23.25977959424263,61.62460957408514,3.8835443365568896,7.7109026952937025,35.0,25.0,1.0,5.157888793922531,29.83343988905859,415.4641971441972,535.5235420215515,0.6748524794738227,0.9351349922300883,0.0,0,0.0,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0041,1225149312,60,50,3,258.98991571180187,91.58391454437366,40.610452782297656,48.87243181433027,-6.405787348159,-6.609456534156164,35.0,120.0,1.0,0.45799377491408133,12.535844463001364,-100.94939846533043,176.57884147465654,-0.37224435774330994,0.8522237672251793,0.44,1,0.10600000000000001,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0042,333441909,60,50,1,604.2284600752919,67.64419276277073,48.68125729523981,75.34371358765026,8.65528164077515,-0.78611749260563,110.0,120.0,1.0,6.842807849142624,9.182236196843103,456.5629416633561,469.33836691705073,0.7442735753473414,0.8035789353768996,0.0,0,0.006333333333333333,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0043,1147619032,60,50,1,179.48076856102654,49.42904446587488,48.55600246406421,63.6753281302435,4.737500171112291,3.7118098118849794,110.0,60.0,0.85,1.2712129188483234,3.672329252248987,26.438311881484466,176.34573220390095,0.11929296258320374,0.5719267517722014,0.84,1,0.16000000000000003,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0044,464684347,60,50,4,332.81795428458753,89.03598012208455,28.0512420539657,67.11185206135602,9.55707376749826,-4.878621537124946,110.0,120.0,0.9166666666666666,1.8679035882867996,4.4996080275879375,83.28383749672129,190.43834361678427,0.3019197308184447,0.6363272427923061,0.66,1,0.14933333333333335,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
OOD_0045,501304121,60,50,5,269.6841265498014,75.83463562526816,57.48689709027015,65.57813705745785,6.6187260968113435,-0.4794343543198849,15.0,25.0,1.0,1.3741561883669124,27.853101226383142,39.5353731889059,212.09324563535606,0.1575673618456494,0.9304649732890375,0.0,0,0.0,CURVED_TRACE_DEPTH_VARIABLE_DIP_ANISOTROPIC_CORRELATED_V1
