point_id,section_id,zone,point_class,is_primary,is_nearby,metric,distance_type,associated_fault,competing_fault,value,units
ORE_0031,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,285.079510223433,m
ORE_0031,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,3.532149356748405,ratio
ORE_0032,K00,MZ-II,MZII_nearby,False,True,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,4.39616695238386,m
ORE_0032,K00,MZ-II,MZII_nearby,False,True,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1480.6770642938843,m
ORE_0032,K00,MZ-II,MZII_nearby,False,True,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,336.8109265029105,ratio
ORE_0032,K00,MZ-II,MZII_nearby,False,True,plan_trace_associated_distance,2D plan trace,F7,F6,52.12246102612138,m
ORE_0032,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,314.7901846335745,m
ORE_0032,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,6.039434409588146,ratio
ORE_0033,K00,MZ-II,MZII_primary,True,False,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,13.82414758741011,m
ORE_0033,K00,MZ-II,MZII_primary,True,False,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1481.2064243238242,m
ORE_0033,K00,MZ-II,MZII_primary,True,False,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,107.14631155072335,ratio
ORE_0033,K00,MZ-II,MZII_primary,True,False,plan_trace_associated_distance,2D plan trace,F7,F6,7.531930492922445,m
ORE_0033,K00,MZ-II,MZII_primary,True,False,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,378.1387981490097,m
ORE_0033,K00,MZ-II,MZII_primary,True,False,DSI_2D_Eq5,2D plan trace ratio,F7,F6,50.204764702002585,ratio
ORE_0034,K00,MZ-II,MZII_primary,True,False,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,17.36722222554528,m
ORE_0034,K00,MZ-II,MZII_primary,True,False,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1480.721043635342,m
ORE_0034,K00,MZ-II,MZII_primary,True,False,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,85.25952074577383,ratio
ORE_0034,K00,MZ-II,MZII_primary,True,False,plan_trace_associated_distance,2D plan trace,F7,F6,5.1679619080769195,m
ORE_0034,K00,MZ-II,MZII_primary,True,False,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,375.57753510062093,m
ORE_0034,K00,MZ-II,MZII_primary,True,False,DSI_2D_Eq5,2D plan trace ratio,F7,F6,72.67420731442257,ratio
ORE_0035,K00,MZ-II,MZII_primary,True,False,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,17.80504497893657,m
ORE_0035,K00,MZ-II,MZII_primary,True,False,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1479.978397227401,m
ORE_0035,K00,MZ-II,MZII_primary,True,False,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,83.12129505868818,ratio
ORE_0035,K00,MZ-II,MZII_primary,True,False,plan_trace_associated_distance,2D plan trace,F7,F6,0.1378421130623501,m
ORE_0035,K00,MZ-II,MZII_primary,True,False,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,369.82891512599326,m
ORE_0035,K00,MZ-II,MZII_primary,True,False,DSI_2D_Eq5,2D plan trace ratio,F7,F6,2682.989305008032,ratio
ORE_0036,K00,MZ-II,MZII_primary,True,False,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,17.30403380776172,m
ORE_0036,K00,MZ-II,MZII_primary,True,False,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1479.7848492849346,m
ORE_0036,K00,MZ-II,MZII_primary,True,False,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,85.51675671259828,ratio
ORE_0036,K00,MZ-II,MZII_primary,True,False,plan_trace_associated_distance,2D plan trace,F7,F6,2.396746238567053,m
ORE_0036,K00,MZ-II,MZII_primary,True,False,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,367.38148566375804,m
ORE_0036,K00,MZ-II,MZII_primary,True,False,DSI_2D_Eq5,2D plan trace ratio,F7,F6,153.2834305743628,ratio
ORE_0037,K00,MZ-II,MZII_primary,True,False,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,20.576836162489407,m
ORE_0037,K00,MZ-II,MZII_primary,True,False,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1479.5926786478117,m
ORE_0037,K00,MZ-II,MZII_primary,True,False,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,71.9057423096481,ratio
ORE_0037,K00,MZ-II,MZII_primary,True,False,plan_trace_associated_distance,2D plan trace,F7,F6,9.12092557878828,m
ORE_0037,K00,MZ-II,MZII_primary,True,False,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,360.09611382417944,m
ORE_0037,K00,MZ-II,MZII_primary,True,False,DSI_2D_Eq5,2D plan trace ratio,F7,F6,39.4802162032352,ratio
ORE_0038,K00,MZ-II,MZII_nearby,False,True,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,23.744489700988616,m
ORE_0038,K00,MZ-II,MZII_nearby,False,True,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1479.7858688226236,m
ORE_0038,K00,MZ-II,MZII_nearby,False,True,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,62.321232734726316,ratio
ORE_0038,K00,MZ-II,MZII_nearby,False,True,plan_trace_associated_distance,2D plan trace,F7,F6,19.73253362106682,m
ORE_0038,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,348.5988738749239,m
ORE_0038,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,17.666199413072494,ratio
ORE_0039,K00,MZ-II,MZII_nearby,False,True,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,19.42761274653495,m
ORE_0039,K00,MZ-II,MZII_nearby,False,True,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1480.4489112323197,m
ORE_0039,K00,MZ-II,MZII_nearby,False,True,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,76.20333648540364,ratio
ORE_0039,K00,MZ-II,MZII_nearby,False,True,plan_trace_associated_distance,2D plan trace,F7,F6,31.36643032421242,m
ORE_0039,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,336.3617263164058,m
ORE_0039,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,10.723621490863785,ratio
ORE_0040,K00,MZ-II,MZII_nearby,False,True,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,19.790518457952377,m
ORE_0040,K00,MZ-II,MZII_nearby,False,True,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1480.9684383164383,m
ORE_0040,K00,MZ-II,MZII_nearby,False,True,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,74.83222036163203,ratio
ORE_0040,K00,MZ-II,MZII_nearby,False,True,plan_trace_associated_distance,2D plan trace,F7,F6,37.66443401668586,m
ORE_0040,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,329.816272053598,m
ORE_0040,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,8.756703257706857,ratio
ORE_0041,K00,MZ-II,MZII_nearby,False,True,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,17.213555537749755,m
ORE_0041,K00,MZ-II,MZII_nearby,False,True,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1482.1416770573042,m
ORE_0041,K00,MZ-II,MZII_nearby,False,True,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,86.10316873855204,ratio
ORE_0041,K00,MZ-II,MZII_nearby,False,True,plan_trace_associated_distance,2D plan trace,F7,F6,51.02716128517972,m
ORE_0041,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,315.9285193544448,m
ORE_0041,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,6.191379480994228,ratio
ORE_0042,K00,MZ-II,MZII_nearby,False,True,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,9.468872574886348,m
ORE_0042,K00,MZ-II,MZII_nearby,False,True,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1483.9048541711516,m
ORE_0042,K00,MZ-II,MZII_nearby,False,True,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,156.71399550848454,ratio
ORE_0042,K00,MZ-II,MZII_nearby,False,True,plan_trace_associated_distance,2D plan trace,F7,F6,68.22344768303009,m
ORE_0042,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,298.0565852450267,m
ORE_0042,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,4.368829124992541,ratio
ORE_0043,K00,MZ-II,MZII_nearby,False,True,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,4.100055635659649,m
ORE_0043,K00,MZ-II,MZII_nearby,False,True,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1484.940167150786,m
ORE_0043,K00,MZ-II,MZII_nearby,False,True,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,362.1756139686815,ratio
ORE_0043,K00,MZ-II,MZII_nearby,False,True,plan_trace_associated_distance,2D plan trace,F7,F6,76.82159095952626,m
ORE_0043,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,289.12061823046463,m
ORE_0043,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,3.7635333324818654,ratio
ORE_0044,K00,MZ-II,MZII_nearby,False,True,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,11.496646304367143,m
ORE_0044,K00,MZ-II,MZII_nearby,False,True,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1486.6348668790308,m
ORE_0044,K00,MZ-II,MZII_nearby,False,True,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,129.31030732973966,ratio
ORE_0044,K00,MZ-II,MZII_nearby,False,True,plan_trace_associated_distance,2D plan trace,F7,F6,89.58189329029408,m
ORE_0044,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,275.8589594885087,m
ORE_0044,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,3.079405327978228,ratio
ORE_0045,K00,MZ-II,MZII_nearby,False,True,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,17.99999866745368,m
ORE_0045,K00,MZ-II,MZII_nearby,False,True,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1488.0504768040196,m
ORE_0045,K00,MZ-II,MZII_nearby,False,True,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,82.66947705360705,ratio
ORE_0045,K00,MZ-II,MZII_nearby,False,True,plan_trace_associated_distance,2D plan trace,F7,F6,99.11105124191849,m
ORE_0045,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,265.95539800283683,m
ORE_0045,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,2.6834081030345525,ratio
ORE_0046,K00,MZ-II,MZII_nearby,False,True,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,17.924326843288615,m
ORE_0046,K00,MZ-II,MZII_nearby,False,True,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1489.5558481923931,m
ORE_0046,K00,MZ-II,MZII_nearby,False,True,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,83.10247080492877,ratio
ORE_0046,K00,MZ-II,MZII_nearby,False,True,plan_trace_associated_distance,2D plan trace,F7,F6,107.87348946329747,m
ORE_0046,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,256.8487056212866,m
ORE_0046,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,2.381017865456888,ratio
ORE_0047,K00,MZ-II,MZII_nearby,False,True,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,17.24181058973224,m
ORE_0047,K00,MZ-II,MZII_nearby,False,True,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1489.6760183701851,m
ORE_0047,K00,MZ-II,MZII_nearby,False,True,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,86.39904786202152,ratio
ORE_0047,K00,MZ-II,MZII_nearby,False,True,plan_trace_associated_distance,2D plan trace,F7,F6,107.5448995716735,m
ORE_0047,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,257.1901999902618,m
ORE_0047,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,2.3914681311209645,ratio
ORE_0048,K00,MZ-II,MZII_nearby,False,True,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,15.676816404129696,m
ORE_0048,K00,MZ-II,MZII_nearby,False,True,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1488.250152094941,m
ORE_0048,K00,MZ-II,MZII_nearby,False,True,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,94.93318756370049,ratio
ORE_0048,K00,MZ-II,MZII_nearby,False,True,plan_trace_associated_distance,2D plan trace,F7,F6,98.56340137143867,m
ORE_0048,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,266.52456536326724,m
ORE_0048,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,2.7040926109972876,ratio
ORE_0049,K00,MZ-II,MZII_nearby,False,True,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,9.745484402403571,m
ORE_0049,K00,MZ-II,MZII_nearby,False,True,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1486.4724678362925,m
ORE_0049,K00,MZ-II,MZII_nearby,False,True,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,152.52935682393348,ratio
ORE_0049,K00,MZ-II,MZII_nearby,False,True,plan_trace_associated_distance,2D plan trace,F7,F6,87.11745876046834,m
ORE_0049,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,278.4202224566128,m
ORE_0049,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,3.195917631414574,ratio
ORE_0050,K00,MZ-II,MZII_nearby,False,True,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,5.567893595400533,m
ORE_0050,K00,MZ-II,MZII_nearby,False,True,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1485.0998499332936,m
ORE_0050,K00,MZ-II,MZII_nearby,False,True,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,266.7256161576236,ratio
ORE_0050,K00,MZ-II,MZII_nearby,False,True,plan_trace_associated_distance,2D plan trace,F7,F6,76.60253097975024,m
ORE_0050,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,289.348285159133,m
ORE_0050,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,3.777267950005748,ratio
ORE_0051,K00,MZ-II,MZII_nearby,False,True,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,10.224401295917138,m
ORE_0051,K00,MZ-II,MZII_nearby,False,True,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1483.9027540176753,m
ORE_0051,K00,MZ-II,MZII_nearby,False,True,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,145.13346171283743,ratio
ORE_0051,K00,MZ-II,MZII_nearby,False,True,plan_trace_associated_distance,2D plan trace,F7,F6,66.41619309159425,m
ORE_0051,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,299.9348474280443,m
ORE_0051,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,4.51598975289664,ratio
ORE_0052,K00,MZ-II,MZII_nearby,False,True,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,11.477151517537491,m
ORE_0052,K00,MZ-II,MZII_nearby,False,True,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1482.9244717977829,m
ORE_0052,K00,MZ-II,MZII_nearby,False,True,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,129.20666504505252,ratio
ORE_0052,K00,MZ-II,MZII_nearby,False,True,plan_trace_associated_distance,2D plan trace,F7,F6,56.99657493182535,m
ORE_0052,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,309.72456544311433,m
ORE_0052,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,5.434090834643688,ratio
ORE_0053,K00,MZ-II,MZII_nearby,False,True,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,18.36415195355488,m
ORE_0053,K00,MZ-II,MZII_nearby,False,True,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1481.7645910065555,m
ORE_0053,K00,MZ-II,MZII_nearby,False,True,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,80.68788554756648,ratio
ORE_0053,K00,MZ-II,MZII_nearby,False,True,plan_trace_associated_distance,2D plan trace,F7,F6,44.34580251384362,m
ORE_0053,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,322.8723906801296,m
ORE_0053,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,7.280788087651298,ratio
ORE_0054,K00,MZ-II,MZII_nearby,False,True,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,21.56310852367012,m
ORE_0054,K00,MZ-II,MZII_nearby,False,True,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1480.9428393046478,m
ORE_0054,K00,MZ-II,MZII_nearby,False,True,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,68.6794688103061,ratio
ORE_0054,K00,MZ-II,MZII_nearby,False,True,plan_trace_associated_distance,2D plan trace,F7,F6,35.0357045410571,m
ORE_0054,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,332.5482852380519,m
ORE_0054,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,9.491696815982403,ratio
ORE_0055,K00,MZ-II,MZII_nearby,False,True,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,24.09047488367,m
ORE_0055,K00,MZ-II,MZII_nearby,False,True,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1480.0184027978885,m
ORE_0055,K00,MZ-II,MZII_nearby,False,True,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,61.43583345470436,ratio
ORE_0055,K00,MZ-II,MZII_nearby,False,True,plan_trace_associated_distance,2D plan trace,F7,F6,21.530830121307616,m
ORE_0055,K00,MZ-II,MZII_nearby,False,True,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,346.6636949795877,m
ORE_0055,K00,MZ-II,MZII_nearby,False,True,DSI_2D_Eq5,2D plan trace ratio,F7,F6,16.100804893561346,ratio
ORE_0056,K00,MZ-II,MZII_primary,True,False,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,23.492907974866387,m
ORE_0056,K00,MZ-II,MZII_primary,True,False,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1479.6222327429766,m
ORE_0056,K00,MZ-II,MZII_primary,True,False,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,62.98165532874573,ratio
ORE_0056,K00,MZ-II,MZII_primary,True,False,plan_trace_associated_distance,2D plan trace,F7,F6,8.17534194315526,m
ORE_0056,K00,MZ-II,MZII_primary,True,False,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,361.12061504009955,m
ORE_0056,K00,MZ-II,MZII_primary,True,False,DSI_2D_Eq5,2D plan trace ratio,F7,F6,44.17192792069632,ratio
ORE_0057,K00,MZ-II,MZII_primary,True,False,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,21.019839787207957,m
ORE_0057,K00,MZ-II,MZII_primary,True,False,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1480.0531764109107,m
ORE_0057,K00,MZ-II,MZII_primary,True,False,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,70.41220063492713,ratio
ORE_0057,K00,MZ-II,MZII_primary,True,False,plan_trace_associated_distance,2D plan trace,F7,F6,2.8039930535994166,m
ORE_0057,K00,MZ-II,MZII_primary,True,False,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,373.01627213344517,m
ORE_0057,K00,MZ-II,MZII_primary,True,False,DSI_2D_Eq5,2D plan trace ratio,F7,F6,133.03038381447251,ratio
ORE_0058,K00,MZ-II,MZII_primary,True,False,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,18.41750146525567,m
ORE_0058,K00,MZ-II,MZII_primary,True,False,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1480.7371204361257,m
ORE_0058,K00,MZ-II,MZII_primary,True,False,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,80.3983712573344,ratio
ORE_0058,K00,MZ-II,MZII_primary,True,False,plan_trace_associated_distance,2D plan trace,F7,F6,6.428740000228932,m
ORE_0058,K00,MZ-II,MZII_primary,True,False,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,376.9435367501597,m
ORE_0058,K00,MZ-II,MZII_primary,True,False,DSI_2D_Eq5,2D plan trace ratio,F7,F6,58.634123753136144,ratio
ORE_0059,K00,MZ-II,MZII_primary,True,False,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,14.976739066361253,m
ORE_0059,K00,MZ-II,MZII_primary,True,False,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1481.2581008775453,m
ORE_0059,K00,MZ-II,MZII_primary,True,False,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,98.90391321596495,ratio
ORE_0059,K00,MZ-II,MZII_primary,True,False,plan_trace_associated_distance,2D plan trace,F7,F6,8.845250983690958,m
ORE_0059,K00,MZ-II,MZII_primary,True,False,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,379.56172639625294,m
ORE_0059,K00,MZ-II,MZII_primary,True,False,DSI_2D_Eq5,2D plan trace ratio,F7,F6,42.91135741609775,ratio
ORE_0060,K00,MZ-II,MZII_primary,True,False,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,35.96809306539577,m
ORE_0060,K00,MZ-II,MZII_primary,True,False,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1482.580731071461,m
ORE_0060,K00,MZ-II,MZII_primary,True,False,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,41.21933093244313,ratio
ORE_0060,K00,MZ-II,MZII_primary,True,False,plan_trace_associated_distance,2D plan trace,F7,F6,33.4830746562726,m
ORE_0060,K00,MZ-II,MZII_primary,True,False,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,406.25579401436414,m
ORE_0060,K00,MZ-II,MZII_primary,True,False,DSI_2D_Eq5,2D plan trace ratio,F7,F6,12.133168718370898,ratio
ORE_0061,K00,MZ-II,MZII_primary,True,False,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,28.18074608076809,m
ORE_0061,K00,MZ-II,MZII_primary,True,False,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1481.3588703992202,m
ORE_0061,K00,MZ-II,MZII_primary,True,False,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,52.566346758653474,ratio
ORE_0061,K00,MZ-II,MZII_primary,True,False,plan_trace_associated_distance,2D plan trace,F7,F6,24.552513789638116,m
ORE_0061,K00,MZ-II,MZII_primary,True,False,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,396.5798995376453,m
ORE_0061,K00,MZ-II,MZII_primary,True,False,DSI_2D_Eq5,2D plan trace ratio,F7,F6,16.15231348347776,ratio
ORE_0062,K00,MZ-II,MZII_primary,True,False,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,31.593812662846005,m
ORE_0062,K00,MZ-II,MZII_primary,True,False,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1480.801494185681,m
ORE_0062,K00,MZ-II,MZII_primary,True,False,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,46.869984005668556,ratio
ORE_0062,K00,MZ-II,MZII_primary,True,False,plan_trace_associated_distance,2D plan trace,F7,F6,19.772043850564284,m
ORE_0062,K00,MZ-II,MZII_primary,True,False,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,391.4004568097528,m
ORE_0062,K00,MZ-II,MZII_primary,True,False,DSI_2D_Eq5,2D plan trace ratio,F7,F6,19.79564984621367,ratio
ORE_0063,K00,MZ-II,MZII_primary,True,False,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,32.756147299999874,m
ORE_0063,K00,MZ-II,MZII_primary,True,False,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1480.2377008190645,m
ORE_0063,K00,MZ-II,MZII_primary,True,False,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,45.18961547162996,ratio
ORE_0063,K00,MZ-II,MZII_primary,True,False,plan_trace_associated_distance,2D plan trace,F7,F6,13.73078592047274,m
ORE_0063,K00,MZ-II,MZII_primary,True,False,plan_trace_nearest_competing_distance,2D plan trace,F7,F6,384.85500254694495,m
ORE_0063,K00,MZ-II,MZII_primary,True,False,DSI_2D_Eq5,2D plan trace ratio,F7,F6,28.028621578982033,ratio
ORE_0064,K00,MZ-II,MZII_primary,True,False,3D_surface_associated_distance,3D finite surface,F7,other_of_F2_F7,31.243252728099176,m
ORE_0064,K00,MZ-II,MZII_primary,True,False,3D_surface_competing_F2F7_distance,3D finite surface,F7,other_of_F2_F7,1479.7861709739595,m
ORE_0064,K00,MZ-II,MZII_primary,True,False,3D_pairwise_F2F7_separation_ratio,3D finite surface ratio,F7,other_of_F2_F7,47.363383827289134,ratio
